,Station,Year,Month,Day,Hour,Temperature,Dew Point,Pressure,Wind Direction,Wind Speed,Sky Condition,Precipitation 6H
3297,2003\010010,2003,5,23,19,-5,-29,10128,180,20,,
3298,2003\010010,2003,5,23,20,-6,-29,10132,160,10,,
3299,2003\010010,2003,5,23,21,-7,-29,10136,210,20,,
3300,2003\010010,2003,5,23,22,-9,-29,10141,130,20,,
3301,2003\010010,2003,5,23,23,-11,-31,10145,160,20,,
3302,2003\010010,2003,5,24,0,-15,-32,10148,120,20,7,0
3303,2003\010010,2003,5,24,1,-19,-35,10152,100,20,,
3304,2003\010010,2003,5,24,2,-22,-38,10154,90,10,,
3305,2003\010010,2003,5,24,3,-24,-37,10156,80,10,,
3306,2003\010010,2003,5,24,5,-21,-36,10157,60,10,,
3307,2003\010010,2003,5,24,6,-13,-28,10161,60,10,8,0
3308,2003\010010,2003,5,24,7,-8,-23,10163,200,20,,
3309,2003\010010,2003,5,24,8,-1,-18,10164,170,20,,
3310,2003\010010,2003,5,24,9,7,-20,10167,170,20,1,
3311,2003\010010,2003,5,24,10,12,-15,10169,160,20,,
3312,2003\010010,2003,5,24,11,15,-15,10170,170,30,,
3313,2003\010010,2003,5,24,12,20,-10,10172,170,20,1,0
3314,2003\010010,2003,5,24,13,30,-1,10171,200,30,,
3315,2003\010010,2003,5,24,14,25,1,10175,150,30,,
3316,2003\010010,2003,5,24,15,23,0,10176,130,20,3,
3317,2003\010010,2003,5,24,16,13,-5,10178,130,20,,
3318,2003\010010,2003,5,24,18,24,0,10180,180,20,8,0
3319,2003\010010,2003,5,24,19,23,0,10181,200,20,,
3320,2003\010010,2003,5,24,20,20,2,10183,200,20,,
3321,2003\010010,2003,5,24,21,20,0,10186,150,10,,
3322,2003\010010,2003,5,24,22,20,0,10185,150,10,,
3323,2003\010010,2003,5,24,23,22,3,10187,90,20,,
3324,2003\010010,2003,5,25,0,22,3,10187,40,10,7,0
3325,2003\010010,2003,5,25,1,25,4,10188,70,10,,
3326,2003\010010,2003,5,25,2,27,10,10186,0,0,,
3327,2003\010010,2003,5,25,3,30,16,10185,80,10,,
3328,2003\010010,2003,5,25,4,33,20,10185,80,10,,
3329,2003\010010,2003,5,25,5,29,17,10186,0,0,,
3330,2003\010010,2003,5,25,6,30,20,10187,10,10,9,
3331,2003\010010,2003,5,25,7,30,20,10187,270,10,,
3332,2003\010010,2003,5,25,8,29,20,10188,150,10,,
3333,2003\010010,2003,5,25,9,33,24,10189,0,0,9,
3334,2003\010010,2003,5,25,10,37,26,10189,100,20,,
3335,2003\010010,2003,5,25,11,39,27,10187,150,10,,
3336,2003\010010,2003,5,25,12,45,32,10185,160,10,8,
3337,2003\010010,2003,5,25,13,55,34,10184,160,20,,
3338,2003\010010,2003,5,25,14,55,28,10182,80,20,,
3339,2003\010010,2003,5,25,15,52,25,10177,50,20,7,
3340,2003\010010,2003,5,25,16,55,21,10171,90,10,,
3341,2003\010010,2003,5,25,17,51,19,10168,110,20,,
3342,2003\010010,2003,5,25,18,44,22,10165,100,30,7,
3343,2003\010010,2003,5,25,19,43,20,10159,90,40,,
3344,2003\010010,2003,5,25,20,41,23,10156,80,20,,
3345,2003\010010,2003,5,25,21,37,21,10150,100,50,,
3346,2003\010010,2003,5,25,22,36,20,10144,120,50,,
3347,2003\010010,2003,5,25,23,37,26,10142,90,50,,
3348,2003\010010,2003,5,26,0,36,24,10137,110,30,8,0
3349,2003\010010,2003,5,26,1,36,24,10133,70,20,,
3350,2003\010010,2003,5,26,2,37,27,10125,90,30,,
3351,2003\010010,2003,5,26,3,35,26,10120,90,30,,
3352,2003\010010,2003,5,26,4,35,26,10115,50,10,,
3353,2003\010010,2003,5,26,5,35,26,10111,260,10,,
3354,2003\010010,2003,5,26,6,37,28,10106,280,10,9,
3355,2003\010010,2003,5,26,7,38,28,10105,260,20,,
3356,2003\010010,2003,5,26,8,38,28,10103,330,10,,
3357,2003\010010,2003,5,26,9,40,29,10101,60,10,8,
3358,2003\010010,2003,5,26,10,40,29,10096,10,10,,
3359,2003\010010,2003,5,26,11,43,30,10092,20,20,,
3360,2003\010010,2003,5,26,12,43,26,10090,190,10,8,10
3361,2003\010010,2003,5,26,13,43,28,10086,120,10,,
3362,2003\010010,2003,5,26,14,42,29,10081,340,10,,
3363,2003\010010,2003,5,26,15,42,30,10079,20,10,8,
3364,2003\010010,2003,5,26,16,45,33,10075,60,20,,
3365,2003\010010,2003,5,26,17,45,34,10074,360,10,,
3366,2003\010010,2003,5,26,18,42,33,10071,50,20,8,
3367,2003\010010,2003,5,26,19,40,31,10069,80,20,,
3368,2003\010010,2003,5,26,20,39,29,10070,80,30,,
3369,2003\010010,2003,5,26,21,39,28,10068,310,10,,
3370,2003\010010,2003,5,26,22,39,26,10067,340,10,,
3371,2003\010010,2003,5,26,23,40,27,10065,30,10,,
3372,2003\010010,2003,5,27,1,38,26,10064,20,20,,
3373,2003\010010,2003,5,27,2,36,25,10063,350,10,,
3374,2003\010010,2003,5,27,3,36,22,10064,40,20,,
3375,2003\010010,2003,5,27,4,35,22,10065,80,20,,
3376,2003\010010,2003,5,27,5,34,16,10066,90,50,,
3377,2003\010010,2003,5,27,6,31,12,10069,100,50,7,0
3378,2003\010010,2003,5,27,7,31,10,10072,60,50,,
3379,2003\010010,2003,5,27,8,41,21,10075,100,70,,
3380,2003\010010,2003,5,27,9,39,17,10079,110,70,7,
3381,2003\010010,2003,5,27,10,39,16,10084,210,20,,
3382,2003\010010,2003,5,27,11,45,17,10085,110,40,,
3383,2003\010010,2003,5,27,12,46,20,10091,230,50,7,0
3384,2003\010010,2003,5,27,13,47,17,10097,170,20,,
3385,2003\010010,2003,5,27,14,42,13,10103,90,50,,
3386,2003\010010,2003,5,27,15,46,14,10108,90,40,8,
3387,2003\010010,2003,5,27,16,47,19,10111,260,20,,
3388,2003\010010,2003,5,27,17,48,24,10115,240,40,,
3389,2003\010010,2003,5,27,18,33,10,10119,220,40,8,
3390,2003\010010,2003,5,27,19,40,15,10122,230,40,,
3391,2003\010010,2003,5,27,20,38,11,10128,240,50,,
3392,2003\010010,2003,5,27,21,40,9,10131,230,40,,
3393,2003\010010,2003,5,27,22,33,7,10138,220,40,,
3394,2003\010010,2003,5,27,23,36,7,10143,240,20,,
3395,2003\010010,2003,5,28,0,34,7,10144,160,20,8,
3396,2003\010010,2003,5,28,5,17,2,10156,210,10,,
3397,2003\010010,2003,5,28,6,18,1,10158,190,10,7,
3398,2003\010010,2003,5,28,7,20,3,10160,190,10,,
3399,2003\010010,2003,5,28,8,25,-3,10162,340,30,,
3400,2003\010010,2003,5,28,9,23,4,10164,190,20,8,
3401,2003\010010,2003,5,28,10,28,7,10162,190,20,,
3402,2003\010010,2003,5,28,11,31,8,10162,210,20,,
3403,2003\010010,2003,5,28,12,30,10,10164,190,30,8,0
3404,2003\010010,2003,5,28,13,35,2,10161,340,50,,
3405,2003\010010,2003,5,28,14,26,0,10159,320,70,,
3406,2003\010010,2003,5,28,15,13,-4,10155,320,90,7,
3407,2003\010010,2003,5,28,16,13,-3,10149,330,100,,
3408,2003\010010,2003,5,28,17,12,-2,10147,340,100,,
3409,2003\010010,2003,5,28,18,8,-2,10143,340,100,8,
3410,2003\010010,2003,5,28,19,9,0,10140,350,90,,
3411,2003\010010,2003,5,28,20,6,-3,10136,350,100,,
3412,2003\010010,2003,5,28,21,3,-5,10130,350,110,,
3413,2003\010010,2003,5,28,22,-1,-8,10126,350,110,,
3414,2003\010010,2003,5,28,23,-7,-14,10121,340,120,,
3415,2003\010010,2003,5,29,0,-10,-15,10113,350,130,8,
3416,2003\010010,2003,5,29,1,-10,-15,10105,350,130,,
3417,2003\010010,2003,5,29,2,-7,-14,10097,340,130,,
3418,2003\010010,2003,5,29,3,-7,-14,10092,350,140,,
3419,2003\010010,2003,5,29,4,-9,-16,10085,350,140,,
3420,2003\010010,2003,5,29,5,-9,-17,10083,340,130,,
3421,2003\010010,2003,5,29,6,-11,-18,10080,350,110,8,
3422,2003\010010,2003,5,29,7,-9,-16,10074,340,130,,
3423,2003\010010,2003,5,29,8,-10,-16,10070,350,120,,
3424,2003\010010,2003,5,29,9,-4,-16,10068,360,110,8,
3425,2003\010010,2003,5,29,10,-2,-20,10064,350,130,,
3426,2003\010010,2003,5,29,11,-2,-20,10058,350,150,,
3427,2003\010010,2003,5,29,12,-5,-19,10058,360,130,7,
3428,2003\010010,2003,5,29,13,-5,-21,10056,350,150,,
3429,2003\010010,2003,5,29,15,-10,-26,10056,340,160,8,
3430,2003\010010,2003,5,29,16,-11,-29,10050,350,210,,
3431,2003\010010,2003,5,29,17,-11,-25,10060,350,160,,
3432,2003\010010,2003,5,29,18,-11,-26,10062,350,130,8,
3433,2003\010010,2003,5,29,19,-10,-24,10062,350,130,,
3434,2003\010010,2003,5,29,20,-10,-22,10066,350,110,,
3435,2003\010010,2003,5,29,21,-12,-25,10070,340,90,,
3436,2003\010010,2003,5,29,22,-11,-24,10072,330,100,,
3437,2003\010010,2003,5,29,23,-10,-20,10074,350,100,,
3438,2003\010010,2003,5,30,0,-9,-18,10076,350,80,8,20
3439,2003\010010,2003,5,30,1,-7,-16,10077,330,100,,
3440,2003\010010,2003,5,30,2,-3,-10,10079,330,90,,
3441,2003\010010,2003,5,30,3,0,-8,10084,350,110,,
3442,2003\010010,2003,5,30,4,0,-10,10090,350,90,,
3443,2003\010010,2003,5,30,5,0,-11,10096,350,100,,
3444,2003\010010,2003,5,30,6,-4,-12,10103,340,90,8,
3445,2003\010010,2003,5,30,7,-3,-12,10108,350,120,,
3446,2003\010010,2003,5,30,8,0,-10,10109,340,110,,
3447,2003\010010,2003,5,30,9,1,-13,10110,350,140,8,
3448,2003\010010,2003,5,30,10,3,-12,10115,350,140,,
3449,2003\010010,2003,5,30,11,4,-10,10124,350,130,,
3450,2003\010010,2003,5,30,12,2,-12,10130,350,140,8,
3451,2003\010010,2003,5,30,13,1,-11,10138,340,120,,
3452,2003\010010,2003,5,30,14,1,-13,10138,340,140,,
3453,2003\010010,2003,5,30,15,2,-9,10145,330,120,8,
3454,2003\010010,2003,5,30,16,0,-11,10148,340,120,,
3455,2003\010010,2003,5,30,17,2,-11,10151,350,140,,
3456,2003\010010,2003,5,30,18,-2,-12,10157,350,110,8,
3457,2003\010010,2003,5,30,19,-4,-14,10160,350,110,,
3458,2003\010010,2003,5,30,20,-5,-13,10166,350,100,,
3459,2003\010010,2003,5,30,21,-10,-17,10168,350,90,,
3460,2003\010010,2003,5,30,22,-11,-20,10173,340,80,,
3461,2003\010010,2003,5,30,23,-8,-18,10175,350,70,,
3462,2003\010010,2003,5,31,0,-7,-18,10177,360,70,8,0
3463,2003\010010,2003,5,31,1,-7,-18,10180,360,50,,
3464,2003\010010,2003,5,31,3,-5,-20,10182,350,50,,
3465,2003\010010,2003,5,31,4,-5,-24,10185,350,40,,
3466,2003\010010,2003,5,31,5,-8,-21,10185,350,50,,
3467,2003\010010,2003,5,31,6,-8,-29,10187,360,40,7,0
3468,2003\010010,2003,5,31,7,-8,-29,10190,360,40,,
3469,2003\010010,2003,5,31,8,-10,-34,10193,350,30,,
3470,2003\010010,2003,5,31,9,-9,-34,10197,350,20,7,
3471,2003\010010,2003,5,31,10,-3,-28,10196,350,40,,
3472,2003\010010,2003,5,31,11,3,-29,10197,330,50,,
3473,2003\010010,2003,5,31,12,10,-20,10197,290,20,5,0
3474,2003\010010,2003,5,31,13,12,-26,10197,150,20,,
3475,2003\010010,2003,5,31,14,14,-23,10197,200,30,,
3476,2003\010010,2003,5,31,15,9,-23,10199,190,30,7,
3477,2003\010010,2003,5,31,16,10,-23,10197,200,30,,
3478,2003\010010,2003,5,31,17,2,-29,10197,150,30,,
3479,2003\010010,2003,5,31,18,0,-26,10196,120,30,7,
3480,2003\010010,2003,5,31,19,-1,-26,10193,110,20,,
3481,2003\010010,2003,5,31,20,-4,-29,10192,40,10,,
3482,2003\010010,2003,5,31,21,-7,-31,10190,260,30,,
3483,2003\010010,2003,5,31,22,-7,-29,10188,140,30,,
3484,2003\010010,2003,5,31,23,-9,-31,10187,140,20,,
3485,2003\010010,2003,6,1,0,-8,-27,10187,190,30,7,
3486,2003\010010,2003,6,1,1,-14,-32,10184,210,40,,
3487,2003\010010,2003,6,1,2,-19,-38,10184,180,30,,
3488,2003\010010,2003,6,1,3,-20,-40,10183,290,10,,
3489,2003\010010,2003,6,1,4,-18,-36,10179,340,20,,
3490,2003\010010,2003,6,1,5,-15,-35,10179,30,20,,
3491,2003\010010,2003,6,1,6,-9,-27,10175,90,20,8,
3492,2003\010010,2003,6,1,7,-3,-30,10177,200,20,,
3493,2003\010010,2003,6,1,8,2,-27,10180,130,30,,
3494,2003\010010,2003,6,1,9,5,-29,10184,120,40,8,
3495,2003\010010,2003,6,1,10,9,-27,10186,120,50,,
3496,2003\010010,2003,6,1,11,10,-27,10190,110,50,,
3497,2003\010010,2003,6,1,12,13,-22,10192,110,60,7,
3498,2003\010010,2003,6,1,13,15,-24,10195,100,50,,
3499,2003\010010,2003,6,1,14,15,-22,10194,90,60,,
3500,2003\010010,2003,6,1,15,15,-24,10196,90,70,7,
3501,2003\010010,2003,6,1,16,11,-29,10197,80,60,,
3502,2003\010010,2003,6,1,17,13,-28,10197,100,50,,
3503,2003\010010,2003,6,1,18,7,-21,10197,110,70,7,
3504,2003\010010,2003,6,1,19,4,-30,10199,100,60,,
3505,2003\010010,2003,6,1,20,3,-28,10199,100,50,,
3506,2003\010010,2003,6,1,21,-2,-27,10201,80,40,,
3507,2003\010010,2003,6,1,22,-7,-26,10201,50,30,,
3508,2003\010010,2003,6,1,23,-9,-30,10198,110,60,,
3509,2003\010010,2003,6,2,0,-5,-27,10198,100,40,8,
3510,2003\010010,2003,6,2,1,-3,-29,10196,140,30,,
3511,2003\010010,2003,6,2,2,0,-28,10191,250,30,,
3512,2003\010010,2003,6,2,3,-6,-24,10186,350,60,,
3513,2003\010010,2003,6,2,4,3,-33,10180,190,10,,
3514,2003\010010,2003,6,2,5,2,-23,10176,330,70,,
3515,2003\010010,2003,6,2,6,2,-14,10174,330,70,8,
3516,2003\010010,2003,6,2,7,6,-14,10174,320,70,,
3517,2003\010010,2003,6,2,8,8,-11,10173,330,70,,
3518,2003\010010,2003,6,2,11,14,-2,10168,350,90,,
3519,2003\010010,2003,6,2,13,16,1,10162,330,100,,
3520,2003\010010,2003,6,2,14,31,2,10159,330,50,,
3521,2003\010010,2003,6,2,15,33,1,10156,210,40,8,
3522,2003\010010,2003,6,2,16,36,6,10152,210,30,,
3523,2003\010010,2003,6,2,17,41,1,10151,220,40,,
3524,2003\010010,2003,6,2,18,52,5,10147,210,20,8,
3525,2003\010010,2003,6,2,19,52,8,10148,200,20,,
3526,2003\010010,2003,6,2,20,40,7,10147,360,50,,
3527,2003\010010,2003,6,2,21,35,8,10147,360,60,,
3528,2003\010010,2003,6,2,22,42,20,10146,120,30,,
3529,2003\010010,2003,6,2,23,44,19,10145,270,20,,
3530,2003\010010,2003,6,3,0,44,13,10143,340,20,6,
3531,2003\010010,2003,6,3,1,50,16,10143,50,40,,
3532,2003\010010,2003,6,3,2,47,14,10138,50,30,,
3533,2003\010010,2003,6,3,3,46,18,10135,150,40,,
3534,2003\010010,2003,6,3,4,49,19,10134,160,30,,
3535,2003\010010,2003,6,3,5,51,20,10132,140,50,,
3536,2003\010010,2003,6,3,6,51,21,10134,150,40,7,0
3537,2003\010010,2003,6,3,7,53,20,10136,160,40,,
3538,2003\010010,2003,6,3,8,53,14,10136,170,30,,
3539,2003\010010,2003,6,3,9,52,18,10134,100,30,7,
3540,2003\010010,2003,6,3,10,53,19,10136,170,40,,
3541,2003\010010,2003,6,3,11,41,11,10139,330,50,,
3542,2003\010010,2003,6,3,12,52,20,10134,350,80,8,
3543,2003\010010,2003,6,3,13,51,17,10132,30,80,,
3544,2003\010010,2003,6,3,14,51,20,10133,60,110,,
3545,2003\010010,2003,6,3,15,53,19,10134,80,120,8,
3546,2003\010010,2003,6,3,16,52,15,10133,90,130,,
3547,2003\010010,2003,6,3,17,46,16,10135,80,110,,
3548,2003\010010,2003,6,3,18,46,18,10134,80,100,8,
3549,2003\010010,2003,6,3,19,49,16,10133,80,100,,
3550,2003\010010,2003,6,3,20,52,21,10135,80,110,,
3551,2003\010010,2003,6,3,21,52,21,10137,80,110,,
3552,2003\010010,2003,6,3,22,50,20,10136,80,110,,
3553,2003\010010,2003,6,3,23,49,21,10134,80,110,,
3554,2003\010010,2003,6,4,0,49,24,10137,80,100,7,
3555,2003\010010,2003,6,4,1,49,25,10139,90,110,,
3556,2003\010010,2003,6,4,2,50,27,10138,80,90,,
3557,2003\010010,2003,6,4,3,49,28,10138,80,80,,
3558,2003\010010,2003,6,4,4,49,29,10133,80,110,,
3559,2003\010010,2003,6,4,5,49,30,10134,80,110,,
3560,2003\010010,2003,6,4,6,47,29,10138,80,90,8,
3561,2003\010010,2003,6,4,7,47,30,10139,80,90,,
3562,2003\010010,2003,6,4,8,47,34,10139,80,90,,
3563,2003\010010,2003,6,4,9,47,35,10143,90,90,8,
3564,2003\010010,2003,6,4,10,45,34,10144,90,80,,
3565,2003\010010,2003,6,4,11,45,36,10147,90,80,,
3566,2003\010010,2003,6,4,13,40,32,10149,110,80,,
3567,2003\010010,2003,6,4,14,38,30,10152,110,70,,
3568,2003\010010,2003,6,4,15,36,28,10154,120,60,8,
3569,2003\010010,2003,6,4,16,34,27,10154,120,50,,
3570,2003\010010,2003,6,4,17,32,25,10157,140,20,,
3571,2003\010010,2003,6,4,18,35,28,10159,160,20,8,
3572,2003\010010,2003,6,4,19,37,30,10160,160,40,,
3573,2003\010010,2003,6,4,20,38,31,10161,200,40,,
3574,2003\010010,2003,6,4,21,40,33,10163,210,40,,
3575,2003\010010,2003,6,4,22,38,29,10165,210,40,,
3576,2003\010010,2003,6,4,23,37,29,10165,200,20,,
3577,2003\010010,2003,6,5,0,37,30,10165,190,20,8,
3578,2003\010010,2003,6,5,1,38,30,10163,190,20,,
3579,2003\010010,2003,6,5,2,40,31,10160,190,20,,
3580,2003\010010,2003,6,5,3,44,34,10157,210,30,,
3581,2003\010010,2003,6,5,4,49,37,10153,250,30,,
3582,2003\010010,2003,6,5,5,55,41,10150,230,20,,
3583,2003\010010,2003,6,5,6,48,35,10151,190,10,8,
3584,2003\010010,2003,6,5,7,43,32,10150,220,10,,
3585,2003\010010,2003,6,5,8,41,31,10149,240,10,,
3586,2003\010010,2003,6,5,9,44,35,10144,360,10,9,
3587,2003\010010,2003,6,5,10,42,33,10144,130,20,,
3588,2003\010010,2003,6,5,11,41,32,10142,110,30,,
3589,2003\010010,2003,6,5,12,42,34,10139,100,40,9,
3590,2003\010010,2003,6,5,13,41,32,10139,100,50,,
3591,2003\010010,2003,6,5,14,42,30,10139,100,50,,
3592,2003\010010,2003,6,5,15,40,27,10136,80,40,8,
3593,2003\010010,2003,6,5,16,43,25,10131,10,20,,
3594,2003\010010,2003,6,5,17,44,19,10134,100,20,,
3595,2003\010010,2003,6,5,18,41,15,10133,130,20,7,
3596,2003\010010,2003,6,5,19,39,14,10134,170,20,,
3597,2003\010010,2003,6,5,20,42,13,10132,160,20,,
3598,2003\010010,2003,6,5,21,40,11,10130,130,20,,
3599,2003\010010,2003,6,5,22,37,6,10130,110,30,,
3600,2003\010010,2003,6,5,23,36,7,10130,100,30,,
3601,2003\010010,2003,6,6,0,35,7,10130,120,30,7,
3602,2003\010010,2003,6,6,1,35,6,10130,90,30,,
3603,2003\010010,2003,6,6,2,34,7,10129,150,20,,
3604,2003\010010,2003,6,6,3,35,7,10129,90,40,,
3605,2003\010010,2003,6,6,4,35,6,10126,120,20,,
3606,2003\010010,2003,6,6,5,35,5,10123,90,60,,
3607,2003\010010,2003,6,6,6,44,2,10122,80,90,7,
3608,2003\010010,2003,6,6,7,40,6,10124,100,80,,
3609,2003\010010,2003,6,6,8,40,7,10128,110,30,,
3610,2003\010010,2003,6,6,9,44,4,10127,100,20,7,
3611,2003\010010,2003,6,6,10,41,7,10128,110,30,,
3612,2003\010010,2003,6,6,11,45,17,10124,90,70,,
3613,2003\010010,2003,6,6,12,46,19,10125,80,40,7,0
3614,2003\010010,2003,6,6,13,46,17,10124,80,40,,
3615,2003\010010,2003,6,6,14,48,17,10123,60,40,,
3616,2003\010010,2003,6,6,15,47,16,10124,50,30,7,
3617,2003\010010,2003,6,6,16,45,14,10123,40,20,,
3618,2003\010010,2003,6,6,17,45,12,10120,170,10,,
3619,2003\010010,2003,6,6,18,42,11,10118,110,50,7,0
3620,2003\010010,2003,6,6,20,42,13,10120,250,20,,
3621,2003\010010,2003,6,6,21,44,7,10120,230,30,,
3622,2003\010010,2003,6,6,22,44,10,10123,240,10,,
3623,2003\010010,2003,6,6,23,40,10,10123,230,20,,
3624,2003\010010,2003,6,7,0,43,6,10122,340,20,5,0
3625,2003\010010,2003,6,7,1,42,2,10120,60,20,,
3626,2003\010010,2003,6,7,2,38,2,10119,10,10,,
3627,2003\010010,2003,6,7,3,37,2,10121,110,10,,
3628,2003\010010,2003,6,7,4,43,1,10120,20,10,,
3629,2003\010010,2003,6,7,5,48,4,10120,60,20,,
3630,2003\010010,2003,6,7,6,46,3,10122,70,20,7,0
3631,2003\010010,2003,6,7,7,41,4,10126,90,30,,
3632,2003\010010,2003,6,7,8,40,6,10130,110,30,,
3633,2003\010010,2003,6,7,9,38,11,10132,100,50,8,
3634,2003\010010,2003,6,7,10,35,8,10134,90,40,,
3635,2003\010010,2003,6,7,11,35,11,10136,100,50,,
3636,2003\010010,2003,6,7,12,35,11,10138,100,60,8,0
3637,2003\010010,2003,6,7,13,34,8,10141,90,60,,
3638,2003\010010,2003,6,7,14,34,7,10145,90,60,,
3639,2003\010010,2003,6,7,15,32,4,10147,90,40,8,
3640,2003\010010,2003,6,7,16,30,2,10147,90,50,,
3641,2003\010010,2003,6,7,17,28,2,10146,90,50,,
3642,2003\010010,2003,6,7,18,28,-6,10147,110,40,8,0
3643,2003\010010,2003,6,7,19,25,-9,10149,110,50,,
3644,2003\010010,2003,6,7,20,23,-7,10149,100,60,,
3645,2003\010010,2003,6,7,21,20,-11,10151,100,60,,
3646,2003\010010,2003,6,7,22,18,-10,10153,100,50,,
3647,2003\010010,2003,6,7,23,15,-16,10153,100,50,,
3648,2003\010010,2003,6,8,0,14,-14,10156,290,10,8,0
3649,2003\010010,2003,6,8,1,12,-14,10156,350,40,,
3650,2003\010010,2003,6,8,2,9,-12,10155,10,50,,
3651,2003\010010,2003,6,8,3,8,-12,10156,10,50,,
3652,2003\010010,2003,6,8,4,4,-19,10155,360,60,,
3653,2003\010010,2003,6,8,5,4,-16,10155,10,50,,
3654,2003\010010,2003,6,8,6,7,-16,10156,350,30,8,0
3655,2003\010010,2003,6,8,7,10,-17,10157,220,20,,
3656,2003\010010,2003,6,8,8,19,-18,10156,220,20,,
3657,2003\010010,2003,6,8,9,21,-20,10160,210,30,7,
3658,2003\010010,2003,6,8,10,24,-15,10163,150,20,,
3659,2003\010010,2003,6,8,11,25,-13,10162,200,30,,
3660,2003\010010,2003,6,8,12,32,-15,10164,190,20,7,0
3661,2003\010010,2003,6,8,13,30,-9,10166,360,30,,
3662,2003\010010,2003,6,8,14,32,-6,10167,150,30,,
3663,2003\010010,2003,6,8,15,30,0,10168,110,30,7,
3664,2003\010010,2003,6,8,16,31,0,10169,170,20,,
3665,2003\010010,2003,6,8,17,35,5,10166,170,10,,
3666,2003\010010,2003,6,8,18,29,8,10167,130,20,7,0
3667,2003\010010,2003,6,8,19,31,-3,10168,110,50,,
3668,2003\010010,2003,6,8,20,24,2,10171,120,40,,
3669,2003\010010,2003,6,8,21,25,0,10170,170,20,,
3670,2003\010010,2003,6,8,22,26,0,10170,160,20,,
3671,2003\010010,2003,6,8,23,28,2,10169,110,30,,
3672,2003\010010,2003,6,9,0,27,1,10171,150,30,7,0
3673,2003\010010,2003,6,9,1,27,5,10172,170,30,,
3674,2003\010010,2003,6,9,2,26,4,10171,180,20,,
3675,2003\010010,2003,6,9,3,26,5,10171,230,20,,
3676,2003\010010,2003,6,9,4,28,6,10170,210,20,,
3677,2003\010010,2003,6,9,5,32,1,10168,200,20,,
3678,2003\010010,2003,6,9,6,37,2,10167,180,20,8,0
3679,2003\010010,2003,6,9,7,34,5,10167,110,10,,
3680,2003\010010,2003,6,9,8,37,6,10170,130,10,,
3681,2003\010010,2003,6,9,9,39,10,10172,150,10,7,
3682,2003\010010,2003,6,9,10,43,19,10174,160,10,,
3683,2003\010010,2003,6,9,11,45,2,10173,190,20,,
3684,2003\010010,2003,6,9,12,45,18,10176,160,20,7,0
3685,2003\010010,2003,6,9,13,43,19,10177,200,20,,
3686,2003\010010,2003,6,9,14,44,22,10179,190,20,,
3687,2003\010010,2003,6,9,15,45,19,10180,190,20,7,
3688,2003\010010,2003,6,9,16,47,4,10180,220,30,,
3689,2003\010010,2003,6,9,17,47,12,10179,210,30,,
3690,2003\010010,2003,6,9,18,47,16,10179,210,30,8,0
3691,2003\010010,2003,6,9,19,47,16,10179,210,30,,
3692,2003\010010,2003,6,9,20,46,20,10179,210,30,,
3693,2003\010010,2003,6,9,21,45,24,10181,210,20,,
3694,2003\010010,2003,6,9,22,39,24,10183,150,30,,
3695,2003\010010,2003,6,9,23,37,24,10185,160,30,,
3696,2003\010010,2003,6,10,0,40,27,10186,220,30,8,0
3697,2003\010010,2003,6,10,1,38,26,10186,210,30,,
3698,2003\010010,2003,6,10,2,38,26,10185,190,40,,
3699,2003\010010,2003,6,10,3,39,26,10186,210,40,,
3700,2003\010010,2003,6,10,4,33,24,10186,200,30,,
3701,2003\010010,2003,6,10,5,39,31,10186,200,20,,
3702,2003\010010,2003,6,10,6,42,34,10186,200,20,8,
3703,2003\010010,2003,6,10,7,38,31,10185,160,20,,
3704,2003\010010,2003,6,10,8,41,34,10188,170,10,,
3705,2003\010010,2003,6,10,9,42,35,10190,200,20,9,
3706,2003\010010,2003,6,10,10,42,34,10190,210,20,,
3707,2003\010010,2003,6,10,11,42,35,10191,210,30,,
3708,2003\010010,2003,6,10,12,42,34,10192,140,10,8,
3709,2003\010010,2003,6,10,13,47,36,10194,130,10,,
3710,2003\010010,2003,6,10,14,50,34,10195,100,20,,
3711,2003\010010,2003,6,10,15,52,36,10194,110,20,8,
3712,2003\010010,2003,6,10,16,53,37,10191,150,10,,
3713,2003\010010,2003,6,10,17,51,36,10188,110,10,,
3714,2003\010010,2003,6,10,18,44,31,10189,190,20,8,
3715,2003\010010,2003,6,10,21,45,33,10183,200,40,,
3716,2003\010010,2003,6,10,22,46,33,10185,160,10,,
3717,2003\010010,2003,6,10,23,60,46,10182,260,30,,
3718,2003\010010,2003,6,11,0,68,40,10179,300,80,8,0
3719,2003\010010,2003,6,11,1,68,37,10179,310,50,,
3720,2003\010010,2003,6,11,2,43,27,10180,310,40,,
3721,2003\010010,2003,6,11,3,45,29,10178,60,30,,
3722,2003\010010,2003,6,11,5,11,2,10182,20,40,,
3723,2003\010010,2003,6,11,6,9,1,10181,20,40,8,
3724,2003\010010,2003,6,11,7,9,-4,10182,10,50,,
3725,2003\010010,2003,6,11,8,6,-11,10182,30,70,,
3726,2003\010010,2003,6,11,9,6,-18,10183,30,50,7,
3727,2003\010010,2003,6,11,10,9,-22,10185,10,50,,
3728,2003\010010,2003,6,11,11,9,-20,10186,10,60,,
3729,2003\010010,2003,6,11,12,11,-14,10187,360,50,7,-1
3730,2003\010010,2003,6,11,13,14,-6,10187,360,50,,
3731,2003\010010,2003,6,11,14,14,-7,10187,340,60,,
3732,2003\010010,2003,6,11,15,16,5,10188,360,40,8,
3733,2003\010010,2003,6,11,16,22,1,10184,360,60,,
